,team,rival,win,tie,loss,difference,total,metric
5810,Vietnam,Qatar,3,1,2,1,6,0.16666666666666700
5811,Qatar,Wales,0,0,1,-1,1,-1.0
5812,Yemen,Qatar,6,1,2,4,9,0.4444444444444440
5813,Yemen DPR,Qatar,0,0,1,-1,1,-1.0
5814,Zimbabwe,Qatar,0,0,1,-1,1,-1.0
5815,Raetia,Padania,0,0,1,-1,1,-1.0
5816,Raetia,Tamil Eelam,2,0,0,2,2,1.0
5817,Republic of Ireland,Argentina,0,1,4,-4,5,-0.8
5818,Republic of Ireland,Australia,1,0,1,0,2,0.0
5819,Republic of Ireland,Belarus,0,0,1,-1,1,-1.0
5820,Republic of Ireland,Cameroon,0,1,0,0,1,0.0
5821,Republic of Ireland,Canada,1,0,0,1,1,1.0
5822,Republic of Ireland,Colombia,1,0,0,1,1,1.0
5823,Egypt,Republic of Ireland,0,1,0,0,1,0.0
5824,Jamaica,Republic of Ireland,1,0,0,1,1,1.0
5825,Morocco,Republic of Ireland,1,0,0,1,1,1.0
5826,Republic of Ireland,Nigeria,0,1,2,-2,3,-0.6666666666666670
5827,Republic of Ireland,Oman,3,0,0,3,3,1.0
5828,Republic of Ireland,Paraguay,2,0,0,2,2,1.0
5829,Republic of Ireland,Romania,3,2,0,3,5,0.6
5830,Republic of Ireland,Russia,8,4,3,5,15,0.3333333333333330
5831,Republic of Ireland,San Marino,1,0,1,0,2,0.0
5832,Republic of Ireland,Scotland,4,3,4,0,11,0.0
5833,Republic of Ireland,Serbia,2,3,2,0,7,0.0
5834,Republic of Ireland,Slovakia,1,4,0,1,5,0.2
5835,Republic of Ireland,South Africa,2,0,0,2,2,1.0
5836,Republic of Ireland,Spain,12,7,7,5,26,0.19230769230769200
5837,Republic of Ireland,Sweden,6,3,2,4,11,0.36363636363636400
5838,Republic of Ireland,Switzerland,11,4,3,8,18,0.4444444444444440
5839,Tunisia,Republic of Ireland,1,0,0,1,1,1.0
5840,Republic of Ireland,Turkey,6,6,2,4,14,0.2857142857142860
5841,Republic of Ireland,United States,7,2,0,7,9,0.7777777777777780
5842,Uruguay,Republic of Ireland,2,1,1,1,4,0.25
5843,Republic of Ireland,Wales,6,4,7,-1,17,-0.058823529411764700
5844,Republic of Ireland,Yugoslavia,1,0,1,0,2,0.0
5845,Republic of St. Pauli,Gibraltar,0,1,1,-1,2,-0.5
5846,Republic of St. Pauli,Tibet,1,0,0,1,1,1.0
5847,Republic of St. Pauli,Zanzibar,0,0,1,-1,1,-1.0
5848,Rhodes,Frøya,1,0,0,1,1,1.0
5849,Rhodes,Guernsey,0,1,0,0,1,0.0
5850,Rhodes,Isle of Wight,1,0,1,0,2,0.0
5851,Rhodes,Saare County,2,0,0,2,2,1.0
5852,Rhodes,Western Isles,1,0,0,1,1,1.0
5853,Rhodes,Ynys Môn,1,1,0,1,2,0.5
5854,Rhodes,Åland Islands,1,0,0,1,1,1.0
5855,Romani people,Ellan Vannin,0,0,1,-1,1,-1.0
5856,Romania,Australia,1,0,0,1,1,1.0
5857,Romania,Bolivia,1,0,0,1,1,1.0
5858,Chile,Romania,2,0,0,2,2,1.0
5859,China PR,Romania,2,0,0,2,2,1.0
5860,Romania,Honduras,1,0,0,1,1,1.0
5861,Hong Kong,Romania,1,0,0,1,1,1.0
5862,Romania,Ivory Coast,0,0,1,-1,1,-1.0
5863,Romania,Japan,0,1,0,0,1,0.0
5864,Jordan,Romania,0,0,1,-1,1,-1.0
5865,Latvia,Romania,4,0,0,4,4,1.0
5866,Romania,Moldova,3,0,0,3,3,1.0
5867,Nigeria,Romania,1,0,0,1,1,1.0
5868,Russia,Romania,6,2,3,3,11,0.2727272727272730
5869,San Marino,Romania,1,0,2,-1,3,-0.3333333333333330
5870,Scotland,Romania,3,2,1,2,6,0.3333333333333330
5871,Romania,Serbia,4,2,1,3,7,0.42857142857142900
5872,Slovakia,Romania,4,5,2,2,11,0.18181818181818200
5873,Romania,Slovenia,3,3,2,1,8,0.125
5874,Romania,Spain,7,6,4,3,17,0.17647058823529400
5875,Romania,Sweden,5,3,2,3,10,0.3
5876,Switzerland,Romania,5,4,4,1,13,0.07692307692307690
5877,Trinidad and Tobago,Romania,1,0,0,1,1,1.0
5878,Tunisia,Romania,0,1,0,0,1,0.0
5879,Turkey,Romania,12,7,7,5,26,0.19230769230769200
5880,Turkmenistan,Romania,1,0,0,1,1,1.0
5881,Ukraine,Romania,3,1,2,1,6,0.16666666666666700
5882,United Arab Emirates,Romania,0,0,1,-1,1,-1.0
5883,Romania,United States,1,1,2,-1,4,-0.25
5884,Uruguay,Romania,2,2,1,1,5,0.2
5885,Romania,Wales,3,1,1,2,5,0.4
5886,Romania,Yugoslavia,16,5,17,-1,38,-0.02631578947368420
5887,Russia,Canada,1,0,0,1,1,1.0
5888,Egypt,Russia,1,0,0,1,1,1.0
5889,Russia,Ghana,1,0,0,1,1,1.0
5890,Russia,Ivory Coast,0,1,1,-1,2,-0.5
5891,New Zealand,Russia,2,0,0,2,2,1.0
5892,Russia,San Marino,2,0,1,1,3,0.3333333333333330
5893,Saudi Arabia,Russia,2,0,0,2,2,1.0
5894,Russia,Scotland,3,3,3,0,9,0.0
5895,Russia,Serbia,2,6,3,-1,11,-0.09090909090909090
5896,Russia,Slovakia,3,3,3,0,9,0.0
5897,Russia,Slovenia,4,1,0,4,5,0.8
5898,South Korea,Russia,2,1,0,2,3,0.6666666666666670
5899,Russia,Spain,6,5,1,5,12,0.4166666666666670
5900,Russia,Sweden,10,10,8,2,28,0.07142857142857140
5901,Russia,Switzerland,5,4,3,2,12,0.16666666666666700
5902,Tunisia,Russia,1,0,1,0,2,0.0
5903,Russia,Turkey,9,2,9,0,20,0.0
5904,Ukraine,Russia,1,1,0,1,2,0.5
5905,Russia,United Arab Emirates,1,0,0,1,1,1.0
5906,Russia,United States,2,4,3,-1,9,-0.1111111111111110
5907,Uruguay,Russia,3,1,5,-2,9,-0.2222222222222220
5908,Russia,Wales,4,3,3,1,10,0.1
5909,Russia,Yugoslavia,4,3,7,-3,14,-0.21428571428571400
5910,Russia,Zambia,1,0,0,1,1,1.0
5911,Guinea,Rwanda,0,1,0,0,1,0.0
5912,Senegal,Rwanda,0,0,1,-1,1,-1.0
5913,Somalia,Rwanda,4,0,3,1,7,0.14285714285714300
5914,Sudan,Rwanda,3,4,1,2,8,0.25
5915,Tanzania,Rwanda,7,5,8,-1,20,-0.05
5916,Tunisia,Rwanda,4,0,2,2,6,0.3333333333333330
5917,Uganda,Rwanda,16,11,5,11,32,0.34375
5918,Zambia,Rwanda,3,2,3,0,8,0.0
5919,Zanzibar,Rwanda,5,4,3,2,12,0.16666666666666700
5920,Zimbabwe,Rwanda,3,1,1,2,5,0.4
5921,Congo,Réunion,1,0,0,1,1,1.0
5922,DR Congo,Réunion,0,0,1,-1,1,-1.0
5923,Gabon,Réunion,0,0,1,-1,1,-1.0
5924,Malawi,Réunion,0,0,1,-1,1,-1.0
5925,Seychelles,Réunion,6,1,1,5,8,0.625
5926,St. Pierre & Miquelon,Réunion,2,0,0,2,2,1.0
5927,Tanzania,Réunion,0,1,0,0,1,0.0
5928,Togo,Réunion,1,0,0,1,1,1.0
5929,Zimbabwe,Réunion,0,0,2,-2,2,-1.0
5930,Alderney,Saare County,0,0,1,-1,1,-1.0
5931,Falkland Islands,Saare County,0,0,1,-1,1,-1.0
5932,Frøya,Saare County,1,0,2,-1,3,-0.3333333333333330
5933,Gibraltar,Saare County,0,0,1,-1,1,-1.0
5934,Jersey,Saare County,0,0,1,-1,1,-1.0
5935,Orkney,Saare County,1,0,0,1,1,1.0
5936,Shetland,Saare County,1,1,2,-1,4,-0.25
5937,Western Isles,Saare County,1,0,0,1,1,1.0
5938,Ynys Môn,Saare County,2,0,1,1,3,0.3333333333333330
5939,Åland Islands,Saare County,1,2,1,0,4,0.0
5940,Switzerland,Saarland,0,1,0,0,1,0.0
5941,Uruguay,Saarland,0,0,1,-1,1,-1.0
5942,Saarland,Yugoslavia,0,0,1,-1,1,-1.0
5943,Saint Helena,Shetland,0,0,1,-1,1,-1.0
5944,British Virgin Islands,Saint Kitts and Nevis,5,1,0,5,6,0.8333333333333330
5945,Cayman Islands,Saint Kitts and Nevis,0,1,0,0,1,0.0
5946,Chinese Taipei,Saint Kitts and Nevis,1,0,0,1,1,1.0
5947,Montserrat,Saint Kitts and Nevis,4,0,0,4,4,1.0
5948,Northern Ireland,Saint Kitts and Nevis,0,0,1,-1,1,-1.0
5949,Saint Lucia,Saint Kitts and Nevis,5,2,3,2,10,0.2
5950,Saint Martin,Saint Kitts and Nevis,1,0,1,0,2,0.0
5951,Saint Vincent and the Grenadines,Saint Kitts and Nevis,4,4,5,-1,13,-0.07692307692307690
5952,Sint Maarten,Saint Kitts and Nevis,1,1,2,-1,4,-0.25
5953,Suriname,Saint Kitts and Nevis,2,1,1,1,4,0.25
5954,Trinidad and Tobago,Saint Kitts and Nevis,8,0,6,2,14,0.14285714285714300
5955,Turks and Caicos Islands,Saint Kitts and Nevis,2,0,0,2,2,1.0
5956,Saint Kitts and Nevis,United States Virgin Islands,1,0,1,0,2,0.0
5957,Anguilla,Saint Lucia,1,0,0,1,1,1.0
5958,Saint Lucia,Bermuda,0,0,1,-1,1,-1.0
5959,Curaçao,Saint Lucia,1,1,0,1,2,0.5
5960,Norway,Saint Lucia,0,0,1,-1,1,-1.0
5961,Saint Vincent and the Grenadines,Saint Lucia,14,6,11,3,31,0.0967741935483871
5962,Suriname,Saint Lucia,3,0,0,3,3,1.0
5963,Trinidad and Tobago,Saint Lucia,2,1,3,-1,6,-0.16666666666666700
5964,Turks and Caicos Islands,Saint Lucia,2,0,0,2,2,1.0
5965,Saint Lucia,United States Virgin Islands,1,0,2,-1,3,-0.3333333333333330
5966,Montserrat,Saint Martin,1,0,0,1,1,1.0
5967,Saint Martin,United States Virgin Islands,0,1,1,-1,2,-0.5
5968,Anguilla,Saint Vincent and the Grenadines,2,0,0,2,2,1.0
5969,Saint Vincent and the Grenadines,Bonaire,1,0,0,1,1,1.0
5970,Saint Vincent and the Grenadines,Suriname,1,2,2,-1,5,-0.2
5971,Saint Vincent and the Grenadines,Trinidad and Tobago,1,1,1,0,3,0.0
5972,Saint Vincent and the Grenadines,United States,0,0,1,-1,1,-1.0
5973,Saint Vincent and the Grenadines,United States Virgin Islands,1,0,1,0,2,0.0
5974,Solomon Islands,Samoa,1,0,1,0,2,0.0
5975,Tahiti,Samoa,2,0,3,-1,5,-0.2
5976,Tonga,Samoa,5,3,2,3,10,0.3
5977,Vanuatu,Samoa,1,0,3,-2,4,-0.5
5978,Wallis Islands and Futuna,Samoa,1,0,1,0,2,0.0
5979,San Marino,Albania,0,0,2,-2,2,-1.0
5980,San Marino,Malta,0,0,1,-1,1,-1.0
5981,San Marino,Scotland,4,0,4,0,8,0.0
5982,San Marino,Serbia,1,0,1,0,2,0.0
5983,San Marino,Slovakia,2,0,2,0,4,0.0
5984,San Marino,Slovenia,2,0,2,0,4,0.0
5985,San Marino,Spain,2,0,2,0,4,0.0
5986,San Marino,Sweden,2,0,2,0,4,0.0
5987,San Marino,Switzerland,2,0,2,0,4,0.0
5988,San Marino,Turkey,2,1,1,1,4,0.25
5989,Ukraine,San Marino,1,0,1,0,2,0.0
5990,San Marino,Wales,2,0,2,0,4,0.0
5991,Sark,Isle of Wight,0,0,1,-1,1,-1.0
5992,Saudi Arabia,Afghanistan,2,0,0,2,2,1.0
5993,Saudi Arabia,Angola,0,1,0,0,1,0.0
5994,Saudi Arabia,Azerbaijan,1,0,0,1,1,1.0
5995,Saudi Arabia,Belarus,0,1,0,0,1,0.0
5996,Saudi Arabia,Bhutan,2,0,0,2,2,1.0
5997,Saudi Arabia,Chile,0,0,1,-1,1,-1.0
5998,Saudi Arabia,Chinese Taipei,1,0,0,1,1,1.0
5999,Saudi Arabia,Colombia,0,1,0,0,1,0.0
6000,Saudi Arabia,Congo,1,0,0,1,1,1.0
6001,Saudi Arabia,Denmark,0,0,3,-3,3,-1.0
6002,Saudi Arabia,Equatorial Guinea,1,0,0,1,1,1.0
6003,Saudi Arabia,Finland,1,1,2,-1,4,-0.25
6004,Saudi Arabia,Gambia,1,0,0,1,1,1.0
6005,Saudi Arabia,Ghana,1,2,2,-1,5,-0.2
6006,Kazakhstan,Saudi Arabia,2,0,0,2,2,1.0
6007,Saudi Arabia,Kyrgyzstan,2,0,0,2,2,1.0
6008,Saudi Arabia,Laos,1,0,0,1,1,1.0
6009,Saudi Arabia,Luxembourg,1,0,0,1,1,1.0
6010,Saudi Arabia,Mali,1,1,1,0,3,0.0
6011,Saudi Arabia,Mongolia,2,0,0,2,2,1.0
6012,Saudi Arabia,Morocco,3,1,2,1,6,0.16666666666666700
6013,Saudi Arabia,Namibia,2,0,0,2,2,1.0
6014,Saudi Arabia,Nepal,1,0,0,1,1,1.0
6015,Saudi Arabia,North Macedonia,0,1,0,0,1,0.0
6016,Saudi Arabia,Paraguay,0,2,0,0,2,0.0
6017,Saudi Arabia,Peru,0,0,1,-1,1,-1.0
6018,Saudi Arabia,Republic of Ireland,0,0,1,-1,1,-1.0
6019,Saudi Arabia,Scotland,0,1,0,0,1,0.0
6020,Saudi Arabia,Senegal,2,0,0,2,2,1.0
6021,Saudi Arabia,Singapore,1,0,5,-4,6,-0.6666666666666670
6022,Saudi Arabia,South Africa,2,2,0,2,4,0.5
6023,South Korea,Saudi Arabia,3,8,5,-2,16,-0.125
6024,Saudi Arabia,Spain,2,0,1,1,3,0.3333333333333330
6025,Saudi Arabia,Sri Lanka,2,0,1,1,3,0.3333333333333330
6026,Saudi Arabia,Sudan,1,0,0,1,1,1.0
6027,Saudi Arabia,Sweden,0,1,2,-2,3,-0.6666666666666670
6028,Saudi Arabia,Syria,11,5,4,7,20,0.35
6029,Tajikistan,Saudi Arabia,1,0,0,1,1,1.0
6030,Saudi Arabia,Tanzania,1,0,0,1,1,1.0
6031,Saudi Arabia,Thailand,10,1,3,7,14,0.5
6032,Saudi Arabia,Togo,2,0,0,2,2,1.0
6033,Saudi Arabia,Trinidad and Tobago,2,0,2,0,4,0.0
6034,Tunisia,Saudi Arabia,4,2,3,1,9,0.1111111111111110
6035,Saudi Arabia,Turkey,1,0,2,-1,3,-0.3333333333333330
6036,Saudi Arabia,Turkmenistan,2,1,1,1,4,0.25
6037,Saudi Arabia,Uganda,1,1,0,1,2,0.5
6038,Saudi Arabia,Ukraine,0,1,1,-1,2,-0.5
6039,Saudi Arabia,United Arab Emirates,19,8,9,10,36,0.2777777777777780
6040,Saudi Arabia,United States,4,1,0,4,5,0.8
6041,Uruguay,Saudi Arabia,2,1,0,2,3,0.6666666666666670
6042,Saudi Arabia,Uzbekistan,8,1,0,8,9,0.8888888888888890
6043,Saudi Arabia,Vietnam,2,0,0,2,2,1.0
6044,Saudi Arabia,Wales,0,0,1,-1,1,-1.0
6045,Saudi Arabia,Yemen,10,1,6,4,17,0.23529411764705900
6046,Saudi Arabia,Yemen DPR,0,0,1,-1,1,-1.0
6047,Saudi Arabia,Zambia,2,1,2,0,5,0.0
6048,Saudi Arabia,Zimbabwe,0,0,1,-1,1,-1.0
6049,Egypt,Scotland,0,0,1,-1,1,-1.0
6050,Morocco,Scotland,0,0,1,-1,1,-1.0
6051,New Zealand,Scotland,1,1,0,1,2,0.5
6052,Scotland,Qatar,1,0,0,1,1,1.0
6053,Scotland,Serbia,1,1,0,1,2,0.5
6054,Slovakia,Scotland,2,0,0,2,2,1.0
6055,Scotland,Slovenia,1,3,1,0,5,0.0
6056,Scotland,South Africa,1,0,1,0,2,0.0
6057,Scotland,Spain,6,4,3,3,13,0.23076923076923100
6058,Scotland,Sweden,7,1,4,3,12,0.25
6059,Switzerland,Scotland,10,3,3,7,16,0.4375
6060,Trinidad and Tobago,Scotland,1,0,0,1,1,1.0
6061,Ukraine,Scotland,2,0,0,2,2,1.0
6062,Scotland,United States,3,3,4,-1,10,-0.1
6063,Uruguay,Scotland,1,1,2,-1,4,-0.25
6064,Scotland,Wales,52,22,32,20,106,0.18867924528301900
6065,Scotland,Yugoslavia,3,5,0,3,8,0.375
6066,Senegal,Bolivia,1,0,0,1,1,1.0
6067,Central African Republic,Senegal,1,0,0,1,1,1.0
6068,Eritrea,Senegal,1,0,0,1,1,1.0
6069,Norway,Senegal,1,0,0,1,1,1.0
6070,Senegal,Sierra Leone,11,6,2,9,19,0.47368421052631600
6071,Senegal,South Africa,3,4,2,1,9,0.1111111111111110
6072,Sudan,Senegal,1,0,0,1,1,1.0
6073,Senegal,Tanzania,2,1,0,2,3,0.6666666666666670
6074,Togo,Senegal,7,6,3,4,16,0.25
6075,Tunisia,Senegal,10,6,3,7,19,0.3684210526315790
6076,Senegal,Turkey,0,0,1,-1,1,-1.0
6077,Uganda,Senegal,2,3,1,1,6,0.16666666666666700
6078,Uruguay,Senegal,0,1,0,0,1,0.0
6079,Uzbekistan,Senegal,0,1,0,0,1,0.0
6080,Senegal,Zambia,4,6,3,1,13,0.07692307692307690
6081,Zimbabwe,Senegal,5,0,1,4,6,0.6666666666666670
6082,Bolivia,Serbia,1,0,0,1,1,1.0
6083,Cameroon,Serbia,1,0,0,1,1,1.0
6084,Chile,Serbia,1,0,1,0,2,0.0
6085,Iran,Serbia,1,0,0,1,1,1.0
6086,Morocco,Serbia,0,0,1,-1,1,-1.0
6087,Nigeria,Serbia,2,0,0,2,2,1.0
6088,Slovakia,Serbia,2,1,0,2,3,0.6666666666666670
6089,Slovenia,Serbia,1,5,0,1,6,0.16666666666666700
6090,South Korea,Serbia,3,4,2,1,9,0.1111111111111110
6091,Spain,Serbia,2,3,1,1,6,0.16666666666666700
6092,Sweden,Serbia,2,0,0,2,2,1.0
6093,Switzerland,Serbia,0,3,2,-2,5,-0.4
6094,Ukraine,Serbia,5,0,1,4,6,0.6666666666666670
6095,Uruguay,Serbia,1,1,0,1,2,0.5
6096,Wales,Serbia,2,2,2,0,6,0.0
6097,Seychelles,South Africa,0,1,1,-1,2,-0.5
6098,Seychelles,South Sudan,1,0,1,0,2,0.0
6099,Seychelles,Sri Lanka,1,0,1,0,2,0.0
6100,Sudan,Seychelles,1,0,1,0,2,0.0
6101,Seychelles,Tanzania,1,1,0,1,2,0.5
6102,Tunisia,Seychelles,2,0,2,0,4,0.0
6103,Seychelles,Uganda,2,0,1,1,3,0.3333333333333330
6104,Seychelles,Zambia,0,1,2,-2,3,-0.6666666666666670
6105,Seychelles,Zimbabwe,4,0,2,2,6,0.3333333333333330
6106,Frøya,Shetland,1,0,0,1,1,1.0
6107,Åland Islands,Shetland,5,0,0,5,5,1.0
6108,Burkina Faso,Sierra Leone,1,0,0,1,1,1.0
6109,Eswatini,Sierra Leone,1,0,0,1,1,1.0
6110,Kenya,Sierra Leone,1,0,0,1,1,1.0
6111,Seychelles,Sierra Leone,1,0,0,1,1,1.0
6112,Sierra Leone,South Africa,1,3,0,1,4,0.25
6113,Sudan,Sierra Leone,3,0,1,2,4,0.5
6114,São Tomé and Príncipe,Sierra Leone,4,0,0,4,4,1.0
6115,Tanzania,Sierra Leone,0,1,0,0,1,0.0
6116,Togo,Sierra Leone,4,1,2,2,7,0.2857142857142860
6117,Tunisia,Sierra Leone,2,2,0,2,4,0.5
6118,Zambia,Sierra Leone,0,1,1,-1,2,-0.5
6119,Basque Country,Silesia,0,0,1,-1,1,-1.0
6120,China PR,Silesia,1,0,0,1,1,1.0
6121,Czechoslovakia,Silesia,1,0,0,1,1,1.0
6122,Poland,Silesia,0,2,2,-2,4,-0.5
6123,Tanzania,Silesia,1,0,0,1,1,1.0
6124,Singapore,Argentina,0,0,1,-1,1,-1.0
6125,Singapore,Azerbaijan,0,1,0,0,1,0.0
6126,Singapore,Bulgaria,0,0,1,-1,1,-1.0
6127,Singapore,Canada,0,0,2,-2,2,-1.0
6128,Fiji,Singapore,1,0,0,1,1,1.0
6129,Singapore,Finland,0,0,1,-1,1,-1.0
6130,Ghana,Singapore,0,0,1,-1,1,-1.0
6131,Guam,Singapore,0,1,0,0,1,0.0
6132,Kazakhstan,Singapore,0,1,0,0,1,0.0
6133,Mauritius,Singapore,0,1,0,0,1,0.0
6134,Singapore,Mongolia,1,0,0,1,1,1.0
6135,Myanmar,Singapore,0,0,1,-1,1,-1.0
6136,Norway,Singapore,0,0,1,-1,1,-1.0
6137,Singapore,Papua New Guinea,1,0,0,1,1,1.0
6138,Solomon Islands,Singapore,1,0,0,1,1,1.0
6139,South Korea,Singapore,16,3,7,9,26,0.34615384615384600
6140,Singapore,Sri Lanka,4,0,1,3,5,0.6
6141,Singapore,Sweden,0,0,1,-1,1,-1.0
6142,Singapore,Syria,5,0,1,4,6,0.6666666666666670
6143,Tajikistan,Singapore,1,1,0,1,2,0.5
6144,Singapore,Thailand,25,12,13,12,50,0.24
6145,Timor-Leste,Singapore,1,0,0,1,1,1.0
6146,Singapore,Turkmenistan,2,1,0,2,3,0.6666666666666670
6147,Singapore,United Arab Emirates,2,1,3,-1,6,-0.16666666666666700
6148,Uruguay,Singapore,0,0,1,-1,1,-1.0
6149,Uzbekistan,Singapore,1,0,1,0,2,0.0
6150,Singapore,Vietnam,4,7,4,0,15,0.0
6151,Singapore,Vietnam Republic,7,5,7,0,19,0.0
6152,Singapore,Western Australia,1,2,2,-1,5,-0.2
6153,Sint Maarten,Curaçao,0,0,1,-1,1,-1.0
6154,Sint Maarten,Saint Martin,1,0,0,1,1,1.0
6155,Turks and Caicos Islands,Sint Maarten,0,0,1,-1,1,-1.0
6156,Sint Maarten,United States Virgin Islands,0,0,1,-1,1,-1.0
6157,Slovakia,Cameroon,0,1,0,0,1,0.0
6158,Slovakia,Georgia,1,0,0,1,1,1.0
6159,Jordan,Slovakia,1,0,0,1,1,1.0
6160,Montenegro,Slovakia,1,0,0,1,1,1.0
6161,Slovakia,Paraguay,0,1,1,-1,2,-0.5
6162,Saudi Arabia,Slovakia,0,1,0,0,1,0.0
6163,Slovakia,Slovenia,4,2,1,3,7,0.42857142857142900
6164,South Korea,Slovakia,0,1,0,0,1,0.0
6165,Slovakia,Spain,4,1,1,3,6,0.5
6166,Slovakia,Sweden,2,3,0,2,5,0.4
6167,Slovakia,Switzerland,3,0,0,3,3,1.0
6168,Slovakia,Turkey,2,1,3,-1,6,-0.16666666666666700
6169,Ukraine,Slovakia,3,3,2,1,8,0.125
6170,Slovakia,United Arab Emirates,1,0,2,-1,3,-0.3333333333333330
6171,Slovakia,United States,1,0,0,1,1,1.0
6172,Uzbekistan,Slovakia,1,0,0,1,1,1.0
6173,Slovakia,Wales,2,1,2,0,5,0.0
6174,Australia,Slovenia,1,0,0,1,1,1.0
6175,Canada,Slovenia,1,0,0,1,1,1.0
6176,Colombia,Slovenia,0,0,1,-1,1,-1.0
6177,Germany,Slovenia,0,0,1,-1,1,-1.0
6178,Ghana,Slovenia,1,0,0,1,1,1.0
6179,Honduras,Slovenia,0,0,1,-1,1,-1.0
6180,Ivory Coast,Slovenia,0,0,1,-1,1,-1.0
6181,New Zealand,Slovenia,1,0,0,1,1,1.0
6182,Paraguay,Slovenia,0,0,1,-1,1,-1.0
6183,Saudi Arabia,Slovenia,1,0,0,1,1,1.0
6184,Spain,Slovenia,1,0,1,0,2,0.0
6185,Switzerland,Slovenia,4,1,4,0,9,0.0
6186,Trinidad and Tobago,Slovenia,1,0,0,1,1,1.0
6187,Tunisia,Slovenia,1,1,0,1,2,0.5
6188,Turkey,Slovenia,0,0,2,-2,2,-1.0
6189,Ukraine,Slovenia,3,3,0,3,6,0.5
6190,United Arab Emirates,Slovenia,0,2,0,0,2,0.0
6191,United States,Slovenia,0,1,1,-1,2,-0.5
6192,Uruguay,Slovenia,0,0,1,-1,1,-1.0
6193,Solomon Islands,Kiribati,1,0,0,1,1,1.0
6194,Tahiti,Solomon Islands,10,3,8,2,21,0.09523809523809520
6195,Solomon Islands,Tonga,3,0,2,1,5,0.2
6196,Solomon Islands,Tuvalu,2,0,2,0,4,0.0
6197,Vanuatu,Solomon Islands,13,6,10,3,29,0.10344827586206900
6198,Solomon Islands,Wallis Islands and Futuna,3,0,0,3,3,1.0
6199,Somalia,Mauritania,0,0,1,-1,1,-1.0
6200,Somalia,South Sudan,1,0,1,0,2,0.0
6201,Sudan,Somalia,3,0,3,0,6,0.0
6202,Tanzania,Somalia,5,1,3,2,9,0.2222222222222220
6203,Uganda,Somalia,6,3,7,-1,16,-0.0625
6204,Somalia,Zambia,1,0,4,-3,5,-0.6
6205,Zanzibar,Somalia,6,2,1,5,9,0.5555555555555560
6206,Zimbabwe,Somalia,0,0,1,-1,1,-1.0
6207,Panjab,Somaliland,0,0,1,-1,1,-1.0
6208,Székely Land,Somaliland,1,0,0,1,1,1.0
6209,Benin,South Africa,1,0,0,1,1,1.0
6210,Bolivia,South Africa,0,0,1,-1,1,-1.0
6211,Bulgaria,South Africa,0,1,0,0,1,0.0
6212,Canada,South Africa,1,0,0,1,1,1.0
6213,Chile,South Africa,0,0,1,-1,1,-1.0
6214,Colombia,South Africa,1,0,0,1,1,1.0
6215,Costa Rica,South Africa,1,0,0,1,1,1.0
6216,Czech Republic,South Africa,0,1,0,0,1,0.0
6217,Guinea,South Africa,0,0,2,-2,2,-1.0
6218,Guinea-Bissau,South Africa,1,0,0,1,1,1.0
6219,Iraq,South Africa,0,1,0,0,1,0.0
6220,Israel,South Africa,1,0,0,1,1,1.0
6221,Japan,South Africa,0,1,0,0,1,0.0
6222,North Korea,South Africa,0,1,0,0,1,0.0
6223,Panama,South Africa,0,1,0,0,1,0.0
6224,Serbia,South Africa,0,0,1,-1,1,-1.0
6225,Slovenia,South Africa,1,0,0,1,1,1.0
6226,Spain,South Africa,1,0,3,-2,4,-0.5
6227,Sudan,South Africa,1,0,1,0,2,0.0
6228,Sweden,South Africa,2,0,0,2,2,1.0
6229,Tanzania,South Africa,0,1,2,-2,3,-0.6666666666666670
6230,Thailand,South Africa,1,0,0,1,1,1.0
6231,Trinidad and Tobago,South Africa,2,0,0,2,2,1.0
6232,Tunisia,South Africa,4,1,1,3,6,0.5
6233,Turkey,South Africa,1,0,0,1,1,1.0
6234,Uganda,South Africa,1,1,1,0,3,0.0
6235,United States,South Africa,1,0,2,-1,3,-0.3333333333333330
6236,Uruguay,South Africa,1,1,1,0,3,0.0
6237,Zambia,South Africa,5,7,6,-1,18,-0.05555555555555560
6238,Zimbabwe,South Africa,8,2,5,3,15,0.2
6239,South Korea,Angola,1,0,0,1,1,1.0
6240,South Korea,Bolivia,1,2,0,1,3,0.3333333333333330
6241,South Korea,Bosnia and Herzegovina,1,0,1,0,2,0.0
6242,South Korea,Brazil,1,0,4,-3,5,-0.6
6243,South Korea,Bulgaria,0,1,1,-1,2,-0.5
6244,South Korea,Burkina Faso,1,0,0,1,1,1.0
6245,South Korea,Cameroon,2,2,0,2,4,0.5
6246,South Korea,Chile,0,1,1,-1,2,-0.5
6247,South Korea,Chinese Taipei,7,1,1,6,9,0.6666666666666670
6248,South Korea,Cuba,0,1,0,0,1,0.0
6249,South Korea,Czechoslovakia,0,1,0,0,1,0.0
6250,South Korea,United Kingdom,0,1,0,0,1,0.0
6251,South Korea,Georgia,0,1,0,0,1,0.0
6252,South Korea,Guam,1,0,0,1,1,1.0
6253,South Korea,Haiti,1,0,0,1,1,1.0
6254,South Korea,Italy,1,0,1,0,2,0.0
6255,South Korea,Libya,1,0,0,1,1,1.0
6256,South Korea,Luxembourg,1,0,1,0,2,0.0
6257,South Korea,Mali,1,0,0,1,1,1.0
6258,South Korea,Mongolia,1,0,0,1,1,1.0
6259,South Korea,Panama,0,1,0,0,1,0.0
6260,South Korea,Peru,0,1,0,0,1,0.0
6261,South Korea,Portugal,1,0,0,1,1,1.0
